date,symbol,close,change,change_rate,open,high,low,volume,trade_value
2015-05-26,KAU15,10300,0,0,0,0,0,0,0
2015-05-27,KAU15,10300,0,0,0,0,0,0,0
2015-05-28,KAU15,10300,0,0,0,0,0,0,0
2015-05-29,KAU15,10300,0,0,0,0,0,0,0
2015-06-01,KAU15,10300,0,0,0,0,0,0,0
2015-06-02,KAU15,10300,0,0,0,0,0,0,0
2015-06-03,KAU15,10300,0,0,0,0,0,0,0
2015-06-04,KAU15,10300,0,0,0,0,0,0,0
2015-06-05,KAU15,10300,0,0,0,0,0,0,0
2015-06-08,KAU15,10300,0,0,0,0,0,0,0
2015-06-09,KAU15,10300,0,0,0,0,0,0,0
2015-06-10,KAU15,10300,0,0,0,0,0,0,0
2015-06-11,KAU15,10300,0,0,0,0,0,0,0
2015-06-12,KAU15,10300,0,0,0,0,0,0,0
2015-06-15,KAU15,10300,0,0,0,0,0,0,0
2015-06-16,KAU15,10300,0,0,0,0,0,0,0
2015-06-17,KAU15,10300,0,0,0,0,0,0,0
2015-06-18,KAU15,10300,0,0,0,0,0,0,0
2015-06-19,KAU15,10300,0,0,0,0,0,0,0
2015-06-22,KAU15,10300,0,0,0,0,0,0,0
2015-06-23,KAU15,10300,0,0,0,0,0,0,0
2015-06-24,KAU15,10300,0,0,0,0,0,0,0
2015-06-25,KAU15,10300,0,0,0,0,0,0,0
2015-06-26,KAU15,10300,0,0,0,0,0,0,0
2015-06-29,KAU15,10300,0,0,0,0,0,0,0
2015-06-30,KAU15,10300,0,0,0,0,0,0,0
2015-07-01,KAU15,10300,0,0,0,0,0,0,0
2015-07-02,KAU15,10300,0,0,0,0,0,0,0
2015-07-03,KAU15,10300,0,0,0,0,0,0,0
2015-07-06,KAU15,10300,0,0,0,0,0,0,0
2015-07-07,KAU15,10300,0,0,0,0,0,0,0
2015-07-08,KAU15,10300,0,0,0,0,0,0,0
2015-07-09,KAU15,10300,0,0,0,0,0,0,0
2015-07-10,KAU15,10300,0,0,0,0,0,0,0
2015-07-13,KAU15,10300,0,0,0,0,0,0,0
2015-07-14,KAU15,10300,0,0,0,0,0,0,0
2015-07-15,KAU15,10300,0,0,0,0,0,0,0
2015-07-16,KAU15,10300,0,0,0,0,0,0,0
2015-07-17,KAU15,10300,0,0,0,0,0,0,0
2015-07-20,KAU15,10300,0,0,0,0,0,0,0
2015-07-21,KAU15,10300,0,0,0,0,0,0,0
2015-07-22,KAU15,10300,0,0,0,0,0,0,0
2015-07-23,KAU15,10300,0,0,0,0,0,0,0
2015-07-24,KAU15,10300,0,0,0,0,0,0,0
2015-07-27,KAU15,10300,0,0,0,0,0,0,0
2015-07-28,KAU15,10300,0,0,0,0,0,0,0
2015-07-29,KAU15,10300,0,0,0,0,0,0,0
2015-07-30,KAU15,10300,0,0,0,0,0,0,0
2015-07-31,KAU15,10300,0,0,0,0,0,0,0
2015-08-03,KAU15,10300,0,0,0,0,0,0,0
2015-08-04,KAU15,10300,0,0,0,0,0,0,0
2015-08-05,KAU15,10300,0,0,0,0,0,0,0
2015-08-06,KAU15,10300,0,0,0,0,0,0,0
2015-08-07,KAU15,10300,0,0,0,0,0,0,0
2015-08-10,KAU15,10300,0,0,0,0,0,0,0
2015-08-11,KAU15,10300,0,0,0,0,0,0,0
2015-08-12,KAU15,10300,0,0,0,0,0,0,0
2015-08-13,KAU15,10300,0,0,0,0,0,0,0
2015-08-17,KAU15,10300,0,0,0,0,0,0,0
2015-08-18,KAU15,10300,0,0,0,0,0,0,0
2015-08-19,KAU15,10300,0,0,0,0,0,0,0
2015-08-20,KAU15,10300,0,0,0,0,0,0,0
2015-08-21,KAU15,10300,0,0,0,0,0,0,0
2015-08-24,KAU15,10300,0,0,0,0,0,0,0
2015-08-25,KAU15,10300,0,0,0,0,0,0,0
2015-08-26,KAU15,10300,0,0,0,0,0,0,0
2015-08-27,KAU15,10300,0,0,0,0,0,0,0
2015-08-28,KAU15,10300,0,0,0,0,0,0,0
2015-08-31,KAU15,10300,0,0,0,0,0,0,0
2015-09-01,KAU15,10300,0,0,0,0,0,0,0
2015-09-02,KAU15,10300,0,0,0,0,0,0,0
2015-09-03,KAU15,10300,0,0,0,0,0,0,0
2015-09-04,KAU15,10300,0,0,0,0,0,0,0
2015-09-07,KAU15,10300,0,0,0,0,0,0,0
2015-09-08,KAU15,10300,0,0,0,0,0,0,0
2015-09-09,KAU15,10300,0,0,0,0,0,0,0
2015-09-10,KAU15,10300,0,0,0,0,0,0,0
2015-09-11,KAU15,10300,0,0,0,0,0,0,0
2015-09-14,KAU15,10300,0,0,0,0,0,0,0
2015-09-15,KAU15,10300,0,0,0,0,0,0,0
2015-09-16,KAU15,10300,0,0,0,0,0,0,0
2015-09-17,KAU15,10300,0,0,0,0,0,0,0
2015-09-18,KAU15,10300,0,0,0,0,0,0,0
2015-09-21,KAU15,10300,0,0,0,0,0,0,0
2015-09-22,KAU15,10300,0,0,0,0,0,0,0
2015-09-23,KAU15,10300,0,0,0,0,0,0,0
2015-09-24,KAU15,10300,0,0,0,0,0,0,0
2015-09-25,KAU15,10300,0,0,0,0,0,0,0
2015-09-30,KAU15,10300,0,0,0,0,0,0,0
2015-10-01,KAU15,10300,0,0,0,0,0,0,0
2015-10-02,KAU15,10300,0,0,0,0,0,0,0
2015-10-05,KAU15,10300,0,0,0,0,0,0,0
2015-10-06,KAU15,10300,0,0,0,0,0,0,0
2015-10-07,KAU15,11300,1000,9.71,11300,11300,11300,12000,135600000
2015-10-08,KAU15,11300,0,0,0,0,0,168000,2024400000
2015-10-12,KAU15,11300,0,0,0,0,0,0,0
2015-10-13,KAU15,11300,0,0,0,0,0,0,0
2015-10-14,KAU15,11300,0,0,0,0,0,0,0
2015-10-15,KAU15,11300,0,0,0,0,0,0,0
2015-10-16,KAU15,11300,0,0,0,0,0,0,0
2015-10-19,KAU15,11300,0,0,0,0,0,0,0
2015-10-20,KAU15,11300,0,0,0,0,0,0,0
2015-10-21,KAU15,11300,0,0,0,0,0,0,0
2015-10-22,KAU15,11300,0,0,0,0,0,0,0
2015-10-23,KAU15,11300,0,0,0,0,0,0,0
2015-10-26,KAU15,11300,0,0,0,0,0,0,0
2015-10-27,KAU15,11300,0,0,0,0,0,0,0
2015-10-28,KAU15,11300,0,0,0,0,0,0,0
2015-10-29,KAU15,11300,0,0,0,0,0,0,0
2015-10-30,KAU15,11300,0,0,0,0,0,0,0
2015-11-02,KAU15,11300,0,0,0,0,0,0,0
2015-11-03,KAU15,11300,0,0,0,0,0,0,0
2015-11-04,KAU15,11300,0,0,0,0,0,0,0
2015-11-05,KAU15,11300,0,0,0,0,0,0,0
2015-11-06,KAU15,11300,0,0,0,0,0,0,0
2015-11-09,KAU15,11500,200,1.77,0,0,0,0,0
2015-11-10,KAU15,11500,0,0,0,0,0,0,0
2015-11-11,KAU15,11500,0,0,0,0,0,0,0
2015-11-12,KAU15,11500,0,0,0,0,0,0,0
2015-11-13,KAU15,11500,0,0,0,0,0,0,0
2015-11-16,KAU15,11500,0,0,0,0,0,0,0
2015-11-17,KAU15,11500,0,0,0,0,0,0,0
2015-11-18,KAU15,11500,0,0,0,0,0,0,0
2015-11-19,KAU15,11500,0,0,0,0,0,0,0
2015-11-20,KAU15,11500,0,0,0,0,0,0,0
2015-11-23,KAU15,11500,0,0,0,0,0,0,0
2015-11-24,KAU15,11500,0,0,0,0,0,0,0
2015-11-25,KAU15,11500,0,0,0,0,0,0,0
2015-11-26,KAU15,11500,0,0,0,0,0,0,0
2015-11-27,KAU15,11500,0,0,0,0,0,0,0
2015-11-30,KAU15,11500,0,0,0,0,0,0,0
2015-12-01,KAU15,11500,0,0,0,0,0,0,0
2015-12-02,KAU15,11500,0,0,0,0,0,0,0
2015-12-03,KAU15,11500,0,0,0,0,0,0,0
2015-12-04,KAU15,11500,0,0,0,0,0,0,0
2015-12-07,KAU15,11600,100,0.87,0,0,0,0,0
2015-12-08,KAU15,11600,0,0,0,0,0,0,0
2015-12-09,KAU15,11600,0,0,0,0,0,100000,1210000000
2015-12-10,KAU15,11600,0,0,0,0,0,40000,484000000
2015-12-11,KAU15,11600,0,0,0,0,0,0,0
2015-12-14,KAU15,11600,0,0,0,0,0,0,0
2015-12-15,KAU15,11600,0,0,0,0,0,0,0
2015-12-16,KAU15,11600,0,0,0,0,0,0,0
2015-12-17,KAU15,11600,0,0,0,0,0,0,0
2015-12-18,KAU15,11600,0,0,0,0,0,0,0
2015-12-21,KAU15,11700,100,0.86,0,0,0,0,0
2015-12-22,KAU15,11700,0,0,0,0,0,0,0
2015-12-23,KAU15,12000,300,2.56,0,0,0,0,0
2015-12-24,KAU15,12000,0,0,0,0,0,0,0
2015-12-28,KAU15,12000,0,0,0,0,0,0,0
2015-12-29,KAU15,12000,0,0,0,0,0,0,0
2015-12-30,KAU15,12000,0,0,0,0,0,0,0
2016-01-04,KAU15,12000,0,0,0,0,0,0,0
2016-01-05,KAU15,12000,0,0,0,0,0,0,0
2016-01-06,KAU15,12000,0,0,0,0,0,0,0
2016-01-07,KAU15,12000,0,0,0,0,0,0,0
2016-01-08,KAU15,12000,0,0,0,0,0,0,0
2016-01-11,KAU15,12000,0,0,0,0,0,0,0
2016-01-12,KAU15,12000,0,0,0,0,0,0,0
2016-01-13,KAU15,12000,0,0,0,0,0,0,0
2016-01-14,KAU15,12000,0,0,0,0,0,0,0
2016-01-15,KAU15,12600,600,5,12600,12600,12600,100,1260000
2016-01-18,KAU15,12600,0,0,0,0,0,0,0
2016-01-19,KAU15,12600,0,0,0,0,0,0,0
2016-01-20,KAU15,12600,0,0,0,0,0,0,0
2016-01-21,KAU15,12600,0,0,0,0,0,0,0
2016-01-22,KAU15,12600,0,0,0,0,0,0,0
2016-01-25,KAU15,12700,100,0.79,0,0,0,0,0
2016-01-26,KAU15,12700,0,0,0,0,0,0,0
2016-01-27,KAU15,12700,0,0,0,0,0,0,0
2016-01-28,KAU15,12700,0,0,0,0,0,0,0
2016-01-29,KAU15,12700,0,0,0,0,0,0,0
2016-02-01,KAU15,12700,0,0,0,0,0,0,0
2016-02-02,KAU15,12700,0,0,0,0,0,0,0
2016-02-03,KAU15,12700,0,0,0,0,0,0,0
2016-02-04,KAU15,12700,0,0,0,0,0,0,0
2016-02-05,KAU15,12800,100,0.79,0,0,0,0,0
2016-02-11,KAU15,12800,0,0,0,0,0,0,0
2016-02-12,KAU15,12800,0,0,0,0,0,0,0
2016-02-15,KAU15,12800,0,0,0,0,0,0,0
2016-02-16,KAU15,12800,0,0,0,0,0,0,0
2016-02-17,KAU15,12800,0,0,0,0,0,0,0
2016-02-18,KAU15,12800,0,0,0,0,0,0,0
2016-02-19,KAU15,13100,300,2.34,0,0,0,0,0
2016-02-22,KAU15,14400,1300,9.92,14400,14400,14400,500,7200000
2016-02-23,KAU15,15800,1400,9.72,15800,15800,15800,500,7900000
2016-02-24,KAU15,16000,200,1.27,0,0,0,0,0
2016-02-25,KAU15,16000,0,0,0,0,0,0,0
2016-02-26,KAU15,16000,0,0,0,0,0,0,0
2016-02-29,KAU15,16000,0,0,0,0,0,0,0
2016-03-02,KAU15,16000,0,0,0,0,0,0,0
2016-03-03,KAU15,16000,0,0,0,0,0,0,0
2016-03-04,KAU15,16000,0,0,0,0,0,0,0
2016-03-07,KAU15,16800,800,5,0,0,0,0,0
2016-03-08,KAU15,16800,0,0,0,0,0,0,0
2016-03-09,KAU15,16800,0,0,0,0,0,0,0
2016-03-10,KAU15,16800,0,0,0,0,0,0,0
2016-03-11,KAU15,16800,0,0,0,0,0,0,0
2016-03-14,KAU15,16800,0,0,0,0,0,0,0
2016-03-15,KAU15,18450,1650,9.82,18450,18450,18450,7000,122975000
2016-03-16,KAU15,18450,0,0,0,0,0,0,0
2016-03-17,KAU15,18450,0,0,0,0,0,0,0
2016-03-18,KAU15,18450,0,0,0,0,0,15500,267375000
2016-03-21,KAU15,18450,0,0,0,0,0,0,0
2016-03-22,KAU15,18450,0,0,0,0,0,0,0
2016-03-23,KAU15,18450,0,0,0,0,0,0,0
2016-03-24,KAU15,18450,0,0,0,0,0,0,0
2016-03-25,KAU15,18450,0,0,0,0,0,0,0
2016-03-28,KAU15,18450,0,0,0,0,0,0,0
2016-03-29,KAU15,18450,0,0,0,0,0,0,0
2016-03-30,KAU15,18450,0,0,0,0,0,0,0
2016-03-31,KAU15,18450,0,0,0,0,0,0,0
2016-04-01,KAU15,18450,0,0,0,0,0,0,0
2016-04-04,KAU15,18450,0,0,0,0,0,0,0
2016-04-05,KAU15,18450,0,0,0,0,0,0,0
2016-04-06,KAU15,18450,0,0,0,0,0,0,0
2016-04-07,KAU15,18450,0,0,0,0,0,0,0
2016-04-08,KAU15,18450,0,0,0,0,0,0,0
2016-04-11,KAU15,18450,0,0,0,0,0,10000,185000000
2016-04-12,KAU15,18450,0,0,0,0,0,0,0
2016-04-14,KAU15,18450,0,0,0,0,0,0,0
2016-04-15,KAU15,18450,0,0,18450,18450,18450,25500,470475000
2016-04-18,KAU15,18450,0,0,18450,18450,18450,52300,964935000
2016-04-19,KAU15,18450,0,0,0,0,0,0,0
2016-04-20,KAU15,18450,0,0,0,0,0,0,0
2016-04-21,KAU15,18450,0,0,0,0,0,0,0
2016-04-22,KAU15,18450,0,0,0,0,0,0,0
2016-04-25,KAU15,18450,0,0,0,0,0,0,0
2016-04-26,KAU15,18450,0,0,0,0,0,0,0
2016-04-27,KAU15,18450,0,0,0,0,0,0,0
2016-04-28,KAU15,19000,550,2.98,0,0,0,0,0
2016-04-29,KAU15,19000,0,0,0,0,0,0,0
2016-05-02,KAU15,19100,100,0.53,0,0,0,0,0
2016-05-03,KAU15,19200,100,0.52,0,0,0,0,0
2016-05-04,KAU15,19200,0,0,0,0,0,0,0
2016-05-09,KAU15,19200,0,0,0,0,0,0,0
2016-05-10,KAU15,19200,0,0,0,0,0,0,0
2016-05-11,KAU15,19300,100,0.52,0,0,0,0,0
2016-05-12,KAU15,19300,0,0,0,0,0,0,0
2016-05-13,KAU15,19300,0,0,0,0,0,0,0
2016-05-16,KAU15,19300,0,0,0,0,0,0,0
2016-05-17,KAU15,19300,0,0,0,0,0,0,0
2016-05-18,KAU15,19400,100,0.52,0,0,0,0,0
2016-05-19,KAU15,21000,1600,8.25,21000,21000,21000,2000,42000000
2016-05-20,KAU15,21000,0,0,21000,21000,21000,600,12600000
2016-05-23,KAU15,21000,0,0,21000,21000,21000,5000,105000000
2016-05-24,KAU15,21000,0,0,0,0,0,0,0
2016-05-25,KAU15,21000,0,0,0,0,0,0,0
2016-05-26,KAU15,21000,0,0,0,0,0,0,0
2016-05-27,KAU15,18950,-2050,-9.76,19500,19500,18950,15838,300747000
2016-05-30,KAU15,18500,-450,-2.37,19000,19000,18500,15000,282500000
2016-05-31,KAU15,18500,0,0,0,0,0,0,0
2016-06-01,KAU15,18500,0,0,0,0,0,137155,2221911000
2016-06-02,KAU15,18400,-100,-0.54,18800,18800,18400,121382,1995253800
2016-06-03,KAU15,18400,0,0,18250,18700,18200,65221,1138772700
2016-06-07,KAU15,17900,-500,-2.72,18400,18400,17900,318663,5742199200
2016-06-08,KAU15,17600,-300,-1.68,17900,17900,17500,81586,1449318500
2016-06-09,KAU15,16700,-900,-5.11,17400,17400,16700,258741,4454727600
2016-06-10,KAU15,16600,-100,-0.6,16700,16800,16600,131000,2187242700
2016-06-13,KAU15,16600,0,0,16600,16600,16600,6193,102803800
2016-06-14,KAU15,17000,400,2.41,0,0,0,0,0
2016-06-15,KAU15,17000,0,0,0,0,0,0,0
2016-06-16,KAU15,17000,0,0,17000,17000,17000,5367,91239000
2016-06-17,KAU15,17050,50,0.29,0,0,0,0,0
2016-06-20,KAU15,17000,-50,-0.29,18000,18000,17000,7976,138568000
2016-06-21,KAU15,17000,0,0,0,0,0,4650,79050000
2016-06-22,KAU15,16800,-200,-1.18,0,0,0,0,0
2016-06-23,KAU15,17000,200,1.19,17000,17000,17000,11072,188224000
2016-06-24,KAU15,17000,0,0,0,0,0,0,0
2016-06-27,KAU15,17000,0,0,0,0,0,0,0
2016-06-28,KAU15,17000,0,0,0,0,0,0,0
2016-06-29,KAU15,17000,0,0,0,0,0,0,0
2016-06-30,KAU15,17000,0,0,0,0,0,0,0
2016-07-01,KAU16,17000,0,0,0,0,0,0,0
2016-07-04,KAU16,17000,0,0,0,0,0,80000,1264000000
2016-07-05,KAU16,17000,0,0,0,0,0,0,0
2016-07-06,KAU16,17000,0,0,0,0,0,0,0
2016-07-07,KAU16,17000,0,0,0,0,0,0,0
2016-07-08,KAU16,17000,0,0,0,0,0,66000,1072500000
2016-07-11,KAU16,17000,0,0,0,0,0,0,0
2016-07-12,KAU16,17000,0,0,0,0,0,0,0
2016-07-13,KAU16,17000,0,0,0,0,0,0,0
2016-07-14,KAU16,17000,0,0,0,0,0,0,0
2016-07-15,KAU16,17000,0,0,0,0,0,0,0
2016-07-18,KAU16,17000,0,0,0,0,0,0,0
2016-07-19,KAU16,17000,0,0,0,0,0,0,0
2016-07-20,KAU16,17000,0,0,0,0,0,0,0
2016-07-21,KAU16,17000,0,0,0,0,0,0,0
2016-07-22,KAU16,17000,0,0,17000,17000,17000,50000,850000000
2016-07-25,KAU16,17000,0,0,0,0,0,0,0
2016-07-26,KAU16,17000,0,0,0,0,0,0,0
2016-07-27,KAU16,17000,0,0,0,0,0,0,0
2016-07-28,KAU16,17000,0,0,0,0,0,0,0
2016-07-29,KAU16,17000,0,0,0,0,0,0,0
2016-08-01,KAU16,17000,0,0,0,0,0,0,0
2016-08-02,KAU16,17000,0,0,0,0,0,0,0
2016-08-03,KAU16,17000,0,0,0,0,0,0,0
2016-08-04,KAU16,17000,0,0,17000,17000,17000,15000,255000000
2016-08-05,KAU16,17000,0,0,0,0,0,0,0
2016-08-08,KAU16,17000,0,0,17000,17000,17000,670,11390000
2016-08-09,KAU16,17000,0,0,0,0,0,0,0
2016-08-10,KAU16,17000,0,0,0,0,0,0,0
2016-08-11,KAU16,16500,-500,-2.94,16700,16700,16500,15000,248500000
2016-08-12,KAU16,16500,0,0,0,0,0,0,0
2016-08-16,KAU16,16500,0,0,0,0,0,0,0
2016-08-17,KAU16,16500,0,0,0,0,0,0,0
2016-08-18,KAU16,16500,0,0,0,0,0,0,0
2016-08-19,KAU16,16500,0,0,0,0,0,0,0
2016-08-22,KAU16,17000,500,3.03,17000,17000,17000,10000,170000000
2016-08-23,KAU16,17000,0,0,17000,17000,17000,30000,510000000
2016-08-24,KAU16,17000,0,0,0,0,0,120000,2040000000
2016-08-25,KAU16,17000,0,0,17000,17000,17000,10000,170000000
2016-08-26,KAU16,17000,0,0,17000,17000,17000,30000,510000000
2016-08-29,KAU16,17000,0,0,17000,17000,17000,50000,850000000
2016-08-30,KAU16,17000,0,0,17000,17000,17000,99660,1694220000
2016-08-31,KAU16,17000,0,0,0,0,0,61894,1052198000
2016-09-01,KAU16,17000,0,0,0,0,0,0,0
2016-09-02,KAU16,17000,0,0,0,0,0,0,0
2016-09-05,KAU16,17000,0,0,0,0,0,0,0
2016-09-06,KAU16,17000,0,0,0,0,0,0,0
2016-09-07,KAU16,17000,0,0,0,0,0,0,0
2016-09-08,KAU16,17000,0,0,0,0,0,45000,765000000
2016-09-09,KAU16,17000,0,0,0,0,0,45000,765000000
2016-09-12,KAU16,17000,0,0,0,0,0,0,0
2016-09-13,KAU16,17000,0,0,0,0,0,0,0
2016-09-19,KAU16,17000,0,0,0,0,0,0,0
2016-09-20,KAU16,17000,0,0,0,0,0,0,0
2016-09-21,KAU16,17500,500,2.94,17500,17500,17500,25000,437500000
2016-09-22,KAU16,17500,0,0,0,0,0,0,0
2016-09-23,KAU16,17500,0,0,17500,17500,17500,20000,350000000
2016-09-26,KAU16,17500,0,0,17500,17500,17500,40000,700000000
2016-09-27,KAU16,17500,0,0,0,0,0,0,0
2016-09-28,KAU16,17500,0,0,17500,17500,17500,15000,262500000
2016-09-29,KAU16,17500,0,0,0,0,0,0,0
2016-09-30,KAU16,18000,500,2.86,18000,18000,18000,30000,540000000
2016-10-04,KAU16,18000,0,0,0,0,0,0,0
2016-10-05,KAU16,18000,0,0,0,0,0,0,0
2016-10-06,KAU16,18000,0,0,0,0,0,0,0
2016-10-07,KAU16,18000,0,0,0,0,0,0,0
2016-10-10,KAU16,18000,0,0,0,0,0,0,0
2016-10-11,KAU16,18000,0,0,0,0,0,0,0
2016-10-12,KAU16,18000,0,0,0,0,0,0,0
2016-10-13,KAU16,18000,0,0,18000,18000,18000,8000,144000000
2016-10-14,KAU16,18000,0,0,0,0,0,0,0
2016-10-17,KAU16,18000,0,0,0,0,0,0,0
2016-10-18,KAU16,18000,0,0,0,0,0,0,0
2016-10-19,KAU16,18000,0,0,0,0,0,0,0
2016-10-20,KAU16,18000,0,0,0,0,0,0,0
2016-10-21,KAU16,18000,0,0,0,0,0,0,0
2016-10-24,KAU16,18000,0,0,0,0,0,0,0
2016-10-25,KAU16,18500,500,2.78,18500,18500,18500,1000,18500000
2016-10-26,KAU16,18500,0,0,0,0,0,0,0
2016-10-27,KAU16,18500,0,0,0,0,0,0,0
2016-10-28,KAU16,18500,0,0,0,0,0,0,0
2016-10-31,KAU16,18500,0,0,18500,18500,18500,10100,186850000
2016-11-01,KAU16,18500,0,0,18500,18500,18500,6900,127650000
2016-11-02,KAU16,18500,0,0,0,0,0,0,0
2016-11-03,KAU16,18500,0,0,0,0,0,0,0
2016-11-04,KAU16,18500,0,0,0,0,0,0,0
2016-11-07,KAU16,18500,0,0,0,0,0,0,0
2016-11-08,KAU16,18500,0,0,0,0,0,0,0
2016-11-09,KAU16,18500,0,0,0,0,0,0,0
2016-11-10,KAU16,18500,0,0,0,0,0,0,0
2016-11-11,KAU16,18500,0,0,0,0,0,0,0
2016-11-14,KAU16,18500,0,0,0,0,0,0,0
2016-11-15,KAU16,18500,0,0,0,0,0,0,0
2016-11-16,KAU16,18500,0,0,0,0,0,0,0
2016-11-17,KAU16,18500,0,0,0,0,0,0,0
2016-11-18,KAU16,18500,0,0,18500,18500,18500,162000,2922000000
2016-11-21,KAU16,18500,0,0,0,0,0,0,0
2016-11-22,KAU16,18500,0,0,0,0,0,0,0
2016-11-23,KAU16,18500,0,0,0,0,0,0,0
2016-11-24,KAU16,18500,0,0,0,0,0,0,0
2016-11-25,KAU16,18500,0,0,0,0,0,0,0
2016-11-28,KAU16,18500,0,0,0,0,0,0,0
2016-11-29,KAU16,18600,100,0.54,0,0,0,0,0
2016-11-30,KAU16,18600,0,0,0,0,0,0,0
2016-12-01,KAU16,18600,0,0,0,0,0,0,0
2016-12-02,KAU16,18600,0,0,0,0,0,0,0
2016-12-05,KAU16,19000,400,2.15,19000,19000,19000,11000,209000000
2016-12-06,KAU16,19100,100,0.53,19100,19100,19100,14000,267400000
2016-12-07,KAU16,19100,0,0,0,0,0,0,0
2016-12-08,KAU16,19100,0,0,0,0,0,0,0
2016-12-09,KAU16,19100,0,0,0,0,0,100000,1780000000
2016-12-12,KAU16,19100,0,0,19100,19100,19000,49000,935400000
2016-12-13,KAU16,19100,0,0,19100,19100,19100,9000,171900000
2016-12-14,KAU16,19100,0,0,0,0,0,0,0
2016-12-15,KAU16,19100,0,0,0,0,0,0,0
2016-12-16,KAU16,19100,0,0,0,0,0,0,0
2016-12-19,KAU16,19100,0,0,0,0,0,0,0
2016-12-20,KAU16,19200,100,0.52,0,0,0,0,0
2016-12-21,KAU16,19200,0,0,0,0,0,0,0
2016-12-22,KAU16,19200,0,0,0,0,0,0,0
2016-12-23,KAU16,19300,100,0.52,19300,19300,19300,30000,579000000
2016-12-26,KAU16,19300,0,0,0,0,0,0,0
2016-12-27,KAU16,19300,0,0,0,0,0,0,0
2016-12-28,KAU16,19300,0,0,19500,19500,19300,4000,77240000
2016-12-29,KAU16,19300,0,0,0,0,0,0,0
2017-01-02,KAU16,19300,0,0,0,0,0,0,0
2017-01-03,KAU16,19500,200,1.04,19500,19500,19500,10000,195000000
2017-01-04,KAU16,19500,0,0,0,0,0,0,0
2017-01-05,KAU16,19500,0,0,0,0,0,0,0
2017-01-06,KAU16,19500,0,0,0,0,0,0,0
2017-01-09,KAU16,19500,0,0,0,0,0,0,0
2017-01-10,KAU16,19500,0,0,19500,19500,19500,8500,165750000
2017-01-11,KAU16,19600,100,0.51,0,0,0,0,0
2017-01-12,KAU16,19600,0,0,0,0,0,0,0
2017-01-13,KAU16,19600,0,0,0,0,0,0,0
2017-01-16,KAU16,19600,0,0,0,0,0,0,0
2017-01-17,KAU16,20500,900,4.59,20500,20500,20500,2850,58425000
2017-01-18,KAU16,20850,350,1.71,20500,20850,20500,150000,3091500000
2017-01-19,KAU16,20850,0,0,20850,20850,20850,10000,208500000
2017-01-20,KAU16,20850,0,0,20850,20850,20850,20000,417000000
2017-01-23,KAU16,20900,50,0.24,20900,20900,20900,20000,418000000
2017-01-24,KAU16,21000,100,0.48,21000,21000,21000,40000,840000000
2017-01-25,KAU16,22000,1000,4.76,21550,22000,21550,15000,325500000
2017-01-26,KAU16,23000,1000,4.55,23000,23000,23000,28883,614154700
2017-01-31,KAU16,23000,0,0,0,0,0,0,0
2017-02-01,KAU16,23550,550,2.39,23550,23550,23550,20000,471000000
2017-02-02,KAU16,24300,750,3.18,24300,24300,24300,10000,243000000
2017-02-03,KAU16,25000,700,2.88,24800,25000,24800,25000,621000000
2017-02-06,KAU16,26000,1000,4,26000,26000,26000,5000,130000000
2017-02-07,KAU16,26500,500,1.92,26000,26500,26000,17500,458750000
2017-02-08,KAU16,26500,0,0,26500,26500,26500,10000,265000000
2017-02-09,KAU16,26450,-50,-0.19,0,0,0,0,0
2017-02-10,KAU16,23850,-2600,-9.83,25000,25000,23850,50000,1199125000
2017-02-13,KAU16,25000,1150,4.82,25000,25000,25000,1900,47500000
2017-02-14,KAU16,25000,0,0,0,0,0,0,0
2017-02-15,KAU16,25000,0,0,0,0,0,0,0
2017-02-16,KAU16,24000,-1000,-4,24000,24000,24000,3000,72000000
2017-02-17,KAU16,24000,0,0,24000,24000,24000,5000,120000000
2017-02-20,KAU16,24000,0,0,24000,24000,24000,3000,72000000
2017-02-21,KAU16,24000,0,0,24000,24000,24000,3000,72000000
2017-02-22,KAU16,24000,0,0,24000,24000,24000,17284,414816000
2017-02-23,KAU16,23800,-200,-0.83,23600,24000,23600,39165,937410000
2017-02-24,KAU16,24000,200,0.84,24000,24000,24000,58400,1401600000
2017-02-27,KAU16,24000,0,0,23800,24000,23800,45211,1081864000
2017-02-28,KAU16,23900,-100,-0.42,23900,23900,23900,25000,597500000
2017-03-02,KAU16,23800,-100,-0.42,23900,23900,23800,7500,178550000
2017-03-03,KAU16,23800,0,0,0,0,0,0,0
2017-03-06,KAU16,23700,-100,-0.42,23700,23700,23700,10532,249608400
2017-03-07,KAU16,23700,0,0,0,0,0,0,0
2017-03-08,KAU16,23000,-700,-2.95,0,0,0,0,0
2017-03-09,KAU16,22900,-100,-0.43,23000,23000,22900,10000,229500000
2017-03-10,KAU16,22200,-700,-3.06,22200,22200,22200,5000,111000000
2017-03-13,KAU16,22000,-200,-0.9,22000,22000,22000,25000,550000000
2017-03-14,KAU16,21500,-500,-2.27,21800,21800,21500,428000,9490500000
2017-03-15,KAU16,21400,-100,-0.47,21300,21400,21300,200000,4297500000
2017-03-16,KAU16,21400,0,0,21400,21400,21400,105000,2247000000
2017-03-17,KAU16,21400,0,0,0,0,0,300000,6420000000
2017-03-20,KAU16,21300,-100,-0.47,22000,22000,21300,5000,108600000
2017-03-21,KAU16,21000,-300,-1.41,21000,21000,21000,153859,3267039000
2017-03-22,KAU16,20800,-200,-0.95,20900,20900,20800,22000,458070000
2017-03-23,KAU16,20600,-200,-0.96,20500,20600,20500,17000,349600000
